Year,valuation,Long,Lat
2024,5000,-7908467.88,42.33314746
2019,1000,-7908665.563,42.33429539
2022,300,-7912626.488,42.31906544
2013,8500,-7920101.362,42.33933565
2013,16000,-7911521.399,42.32261362
2018,2743,-7913487.154,42.27217789
2020,5200,-7913203.564,42.27742917
2024,42480,-7913291.448,42.27598058
2018,2000,-7912846.233,42.2735474
2019,12400,-7913017.537,42.28191433
2022,500,-7919560.456,42.35986669
2023,23499,-7921846.9,42.28237139
2016,700,-7917403.996,42.28379501
2018,3000,-7921186.065,42.29287132
2013,1400,-7911666.812,42.32245495
2019,4169.95,-7916421.761,42.31932694
2018,9600,-7916263.199,42.32001197
2023,25000,-7913465.816,42.30861817
2016,800,-7922182.026,42.28811161
2023,2500,-7922301.664,42.28888373
2018,2500,-7914529.283,42.33159585
2021,3000,-7913448.709,42.31107909
2020,15000,-7920483.034,42.2933336
2022,30690,-7921522.305,42.29301473
2018,7500,-7917480.251,42.28956511
2020,3400,-7921361.652,42.29330482
2018,4500,-7921946.178,42.28971541
2019,14654,-7913188.45,42.27698631
2016,500000,-7906901.727,42.33789972
2015,13000,-7918807.924,42.35081751
2021,45680,-7910417.156,42.28985122
2015,454,-7915783.737,42.32307261
2018,500,-7910284.882,42.31409517
2023,12000,-7910393.677,42.31084733
2022,8900,-7917672.982,42.28513548
2023,4000,-7917250.065,42.28970425
2021,23476,-7917273.483,42.28999902
2023,2964.98,-7921736.877,42.26245155
2019,5100,-7911529.071,42.28915331
2022,26000,-7911254.104,42.28573211
2011,1000,-7906000.655,42.3819603
2023,8600,-7922312.783,42.28286007
2012,21700,-7921595.854,42.26647123
2018,300,-7921727.743,42.28469501
2019,8170,-7917637.306,42.28593195
2020,3000,-7917469.782,42.29150307
2022,16000,-7910731.034,42.31608409
2015,1050,-7907232.816,42.37613093
2017,10418,-7919441.288,42.35911726
2018,9775,-7922326.808,42.28736126
2022,8765.42,-7916687.96,42.26448418
2022,7816,-7916556.09,42.26546902
2014,4000,-7910812.621,42.29577943
2022,400,-7911428.969,42.29198992
2023,78819,-7912905.984,42.27755403
2014,100,-7918080.811,42.35149867
2010,8280,-7909063.809,42.33143238
2021,14150,-7916942.143,42.30608223
2014,19402,-7911416.824,42.28870349
2010,25000,-7912148.175,42.35383882
2023,19937,-7916721.75,42.30578157
2016,18200,-7915399.288,42.2764706
2021,5000,-7916647.874,42.30542707
2024,200164,-7917256.384,42.28269083
2013,1200,-7915155.563,42.33339339
2020,15554,-7908403.957,42.33181065
2023,1000,-7915481.725,42.332211
2019,1000,-7915402.443,42.33115234
2018,199,-7913429.055,42.27271449
2021,36000,-7912167.288,42.35323644
2022,14600,-7912257.585,42.35173245
2020,16000,-7922509.353,42.28441643
2010,1000,-7921134.984,42.29168162
2023,8600,-7921883.217,42.29216197
2023,4608,-7910165.256,42.28988645
2017,5000,-7913753.269,42.32465467
2016,850,-7914468.19,42.31762195
2014,329,-7909405.263,42.31024995
2018,9000,-7920297.372,42.28625424
2021,10200,-7919296.877,42.28105271
2018,9800,-7917258.692,42.28388325
2021,3000,-7911308.5,42.29785871
2023,14000,-7914342.693,42.27655314
2017,13000,-7917494.171,42.29116359
2022,1700,-7910833.147,42.29428242
2020,28455,-7912851.898,42.31200127
2023,91649.1,-7911047.565,42.32098986
2023,51228,-7913075.609,42.27872576
2015,5100,-7913509.429,42.27197142
2011,3000,-7918672.504,42.35054821
2022,10625.45,-7913044.435,42.27406837
2021,3600,-7918488.501,42.35232478
2023,45000,-7915778.298,42.32393381
2020,18000,-7915683.527,42.32435711
2023,1000,-7915051.561,42.33474329
2015,120000,-7915167.725,42.33436414
2016,700,-7921758.584,42.28377894
2024,3000,-7914340.402,42.2857391
2023,2200,-7912455.894,42.35086169
2023,10318.19,-7914760.033,42.27872743
2022,200,-7912854.344,42.31098424
2023,644000,-7909366.823,42.31032295
2015,1478,-7910023.542,42.31088107
2018,16000,-7918276.863,42.27969045
2016,9000,-7921260.725,42.26354156
2020,5000,-7912093.459,42.32873761
2023,21853.2,-7913625.235,42.27283802
2016,800,-7909289.614,42.29330587
2016,7500,-7921426.893,42.28022113
2019,0,-7914315.218,42.2840693
2022,20000,-7914421.492,42.28373329
2023,7960,-7912262.703,42.35132815
2016,2500,-7918267.606,42.28093558
2018,500,-7916046.521,42.31240137
2011,0,-7915511.831,42.31485902
2019,13180,-7915989.65,42.31313663
2021,25892,-7911787.137,42.32318245
2021,6000,-7922504.132,42.28681383
2021,3000,-7921572.382,42.26534557
2021,1800,-7914494.676,42.27940767
2019,1000,-7916539.976,42.2636944
2020,13000,-7916064.642,42.26621283
2019,0,-7918312.97,42.28379511
2014,2500,-7917066.135,42.25092591
2017,5000,-7918886.213,42.35964798
2011,0,-7916705.711,42.27737288
2011,3538,-7914437.689,42.33213444
2011,16000,-7912587.516,42.27422536
2019,8152.41,-7912500.646,42.27563819
2023,3000,-7917237.444,42.2840827
2015,0,-7917132.003,42.28130487
2022,5000,-7917422.068,42.29008021
2022,6417,-7916985.501,42.27114786
2011,7200,-7914111.354,42.27948522
2015,43500,-7909345.546,42.30027476
2023,53868,-7913318.2,42.30878543
2017,25000,-7914496.416,42.28129453
2017,6948.5,-7911627.993,42.32289843
2011,950,-7922361.659,42.27046446
2012,400,-7909880.982,42.31330455
2021,1600,-7909709.495,42.31283793
2019,260000,-7912819.261,42.31318977
2016,869000,-7913160.267,42.32940263
2022,120000,-7913596.668,42.34325486
2023,147000,-7911892.818,42.32714585
2020,1600,-7917866.914,42.28086973
2022,50000,-7916361.516,42.24935969
2014,2000,-7916856.746,42.24747998
2017,5000,-7915840.615,42.33288749
2019,18500,-7913958.216,42.31713389
2023,14000,-7912820.823,42.35221062
2023,3940,-7911822.972,42.32591065
2023,5000,-7912009.953,42.2881417
2019,228664.8,-7912170.134,42.28372146
2018,8320,-7910278.597,42.31573395
2017,584,-7911577.206,42.30269715
2011,9500,-7908024.553,42.37983053
2021,4800,-7912137.778,42.3079836
2010,10330,-7912173.13,42.2745701
2015,850,-7909239.616,42.3323496
2016,500,-7917850.478,42.26529935
2023,8075,-7922284.175,42.28761946
2021,2800,-7909305.512,42.30846611
2022,6700,-7919921.529,42.28886849
2022,7000,-7916449.251,42.28687001
2011,5888,-7912989.213,42.28513857
2023,20000,-7914499.82,42.32002981
2018,9000,-7904948.433,42.38541983
2019,10000,-7915073.737,42.32948729
2013,4500,-7915378.726,42.3307964
2023,2800000,-7912878.827,42.32981303
2022,1000,-7915963.385,42.32075575
2023,1875,-7922233.542,42.28085893
2022,14917,-7921779.064,42.28452987
2020,1500,-7909768.611,42.30065304
2022,8000,-7914059.697,42.27109161
2024,800,-7913854.01,42.26965558
2022,6052,-7907431.346,42.3371875
2019,15000,-7920236.932,42.28480431
2019,3000,-7919038.443,42.28037073
2021,5165.02,-7910906.752,42.29016121
2016,2631.29,-7912511.168,42.27481334
2016,5000,-7916579.567,42.31974727
2023,9900,-7912491.798,42.27237849
2024,180,-7911916.503,42.35256044
2019,10000,-7915722.62,42.33198647
2023,13000,-7912907.419,42.28312499
2023,28300,-7906690.477,42.33728226
2022,20000,-7917389.794,42.2835533
2020,5000,-7908004.57,42.36734192
2014,4300,-7913357.343,42.34263284
2011,0,-7915402.113,42.31805639
2023,3000,-7917484.591,42.29126354
2014,598,-7911659.561,42.29948672
2010,2603.12,-7916778.699,42.28161978
2014,5257,-7917185.014,42.29076242
2012,2000,-7922299.217,42.29053691
2024,6900,-7916876.694,42.28064812
2012,1000,-7913706.106,42.34276043
2019,4209,-7913750.933,42.31148134
2022,18400,-7913607.91,42.34266232
2021,15000,-7910996.529,42.3193906
2020,25100,-7914103.659,42.32303909
2011,1330,-7915723.979,42.32195585
2023,13000,-7915456.664,42.31824612
2024,1200000,-7909578.905,42.29972909
2023,27000,-7922500.62,42.28758839
2011,15700,-7919178.197,42.29437976
2015,9500,-7919862.478,42.29708684
2023,9000,-7917612.535,42.28767679
2016,11715,-7909955.282,42.3016248
2022,300,-7910103.058,42.30264106
2017,6800,-7917345.884,42.28529019
2022,18904,-7917384.804,42.28405997
2016,100000,-7913974.135,42.32330966
2020,1900,-7915857.627,42.31994333
2017,700,-7922166.853,42.29115442
2020,3000,-7921939.472,42.29150662
2017,7000,-7921996.245,42.28993803
2023,5000,-7917360.039,42.28434265
2012,11700,-7912220.455,42.27721288
2022,125412,-7914498.054,42.27995287
2018,100000,-7919513.409,42.35870439
2011,14800,-7912955.317,42.27982928
2017,993,-7918707.521,42.35193008
2017,8300,-7921037.579,42.2931099
2018,12999,-7912450.73,42.27569182
2022,34980,-7915426.06,42.32343703
2019,2687.98,-7909173.14,42.33194418
2016,763,-7909595.349,42.30287136
2013,8900,-7910454.943,42.31253658
2016,8000,-7916477.717,42.26159176
2011,379,-7922030.141,42.29015514
2021,3000,-7910172.34,42.31313686
2015,884,-7914248.935,42.32226099
2022,15700,-7915437.735,42.33142111
2023,4615,-7916450.039,42.27920201
2014,1610,-7921886.261,42.28077588
2020,4500,-7917423.849,42.28676816
2020,3040.75,-7921950.662,42.28545763
2019,13000,-7922042.9,42.28081369
2011,199,-7907034.268,42.36526602
2023,3383.2,-7921833.17,42.28553117
2023,5953.34,-7917504.516,42.28616272
2016,750,-7910021.576,42.31615544
2022,12400,-7909128.043,42.29111759
2018,65000,-7918056.774,42.35224244
2023,420,-7918536.544,42.34983174
2021,2000,-7908425.719,42.33401117
2022,13000,-7908691.17,42.33089874
2018,23250,-7908479.474,42.33315005
2020,4999,-7921162.351,42.28750238
2023,10000,-7920938.689,42.28758317
2023,2600,-7917177.403,42.28471013
2023,9360,-7909857.324,42.31869963
2018,177000,-7909990.805,42.31189928
2019,14000,-7907449.446,42.37856072
2022,3400,-7907495.651,42.37802361
2018,4887,-7922512.995,42.28828409
2021,50000,-7916950.553,42.29425485
2023,20724,-7916391.357,42.32043334
2015,21000,-7910277.941,42.29967985
2011,0,-7909740.715,42.3128516
2023,30500,-7912895.944,42.30654194
2021,29631,-7912423.456,42.30945474
2019,6820,-7917400.448,42.28570573
2015,13000,-7917301.767,42.28372672
2020,4600,-7920540.481,42.27362585
2014,2800,-7922383.758,42.28638092
2016,13450,-7920991.744,42.29334424
2022,400,-7916628.24,42.26539653
2019,36344,-7911040.74,42.28952593
2022,3000,-7911698.312,42.35270327
2022,180550,-7911951.821,42.32458171
2019,8429,-7910050.17,42.30378755
2012,8500,-7909283.213,42.29265597
2019,4500,-7915549.118,42.32408573
2023,4000,-7915802.822,42.32258073
2023,13500,-7917436.37,42.28330003
2022,1944,-7916774.516,42.2559023
2017,300,-7915939.782,42.26453608
2023,1000,-7911376.783,42.28447791
2022,1109,-7911612.527,42.28351235
2021,11500,-7910898.128,42.31333834
2023,47598,-7915578.461,42.33282177
2010,0,-7909251.447,42.33262461
2018,20950,-7910035.147,42.29087509
2020,1500,-7909380.612,42.30069293
2023,9000,-7908006.011,42.38279564
2010,12700,-7911253.292,42.28505151
2012,0,-7907041.894,42.3652956
2019,300,-7910503.509,42.2913855
2023,32500,-7912446.613,42.35088593
2017,1500,-7911804.12,42.32542305
2012,3500,-7911793.519,42.32489977
2019,700,-7911172.732,42.29890725
2014,8000,-7910957.654,42.29403742
2022,5399,-7913133.926,42.27121765
2018,10525,-7913172.133,42.27211182
2022,5000,-7915417.298,42.31933027
2018,20226,-7912261.083,42.30795104
2021,300,-7914128.337,42.32302931
2020,3000,-7916121.026,42.26201627
2022,5000,-7912828.234,42.28106298
2013,500,-7912267.739,42.27889847
2019,10000,-7913172.053,42.31300308
2013,3500,-7909082.353,42.33355673
2015,10000,-7909854.72,42.31281193
2016,1600,-7912934.371,42.33157093
2022,10000,-7915525.53,42.32457742
2023,5500,-7915602.056,42.31879457
2012,300,-7913487.673,42.27462743
2017,6100,-7912957.511,42.27930043
2023,9500,-7921984.202,42.28098949
2015,300,-7921569.362,42.27950104
2019,56000,-7910118.35,42.31545841
2024,7000,-7921314.779,42.28198555
2020,1500,-7916373.285,42.28072627
2023,6980.97,-7917324.33,42.28320715
2012,0,-7915519.77,42.32218153
2011,1000,-7903172.068,42.38259493
2023,16999,-7917333.367,42.28306201
2024,250000,-7920699.074,42.26774398
2012,7500,-7916712.309,42.26319984
2023,2000,-7916154.8,42.26181474
2019,6009.12,-7920237.436,42.27082525
2023,25000,-7920160.387,42.27414368
2024,19000,-7912569.945,42.35231499
2016,3000,-7911733.243,42.3530057
2022,7500,-7911916.186,42.35477747
2016,1500,-7911837.607,42.32529542
2018,500,-7909318.305,42.2984604
2020,14000,-7910840.714,42.29072145
2023,4000,-7911519.492,42.29216867
2023,14900,-7919021.181,42.28412508
2021,8700,-7911786.003,42.35472682
2022,6400,-7911767.252,42.32520194
2017,4200,-7918771.718,42.35116692
2023,441462.11,-7918578.007,42.35300127
2019,11000,-7917256.512,42.28464092
2015,0,-7916535.205,42.28247477
2018,200,-7920012.676,42.34049695
2023,4200,-7915170.343,42.33090843
2013,13600,-7921516.18,42.28756973
2011,263,-7916488.127,42.27901053
2022,2200,-7908744.658,42.33379729
2018,1200,-7910862.489,42.27334054
2022,13900,-7912441.56,42.27556347
2022,100,-7915765.192,42.32299989
2021,910,-7915890.944,42.322509
2020,400000,-7907038.462,42.33601265
2023,1200,-7916886.243,42.30508147
2023,7500,-7910797.41,42.28958446
2014,18600,-7911430.43,42.28505918
2022,48280,-7911490.361,42.28312322
2020,529,-7914572.621,42.31679794
2022,4215,-7921695.523,42.2626348
2013,0,-7916248.728,42.2522951
2019,15000,-7911767.844,42.32498224
2018,24875,-7910437.784,42.2928927
2021,1750,-7910952.605,42.28991218
2020,17497.78,-7913171.84,42.27715521
2019,500,-7912034.507,42.31148155
2022,8000,-7912363.744,42.30815871
2023,42000,-7909203.588,42.29190496
2017,12000,-7912925.769,42.28095046
2020,2500,-7904189.407,42.38467361
2017,8513.42,-7911571.133,42.30354438
2011,3000,-7918617.625,42.35137124
2023,5890,-7912342.387,42.35152958
2015,7518,-7910188.506,42.31398881
2023,854,-7910852.468,42.31654211
2018,3500,-7916914.914,42.30547218
2022,3500,-7917329.454,42.28421751
2023,30000,-7911483.143,42.2850781
2017,5319,-7913993.623,42.32196914
2015,8000,-7918821.984,42.35063133
2021,22055,-7914358.88,42.27663164
2016,13460,-7918202.978,42.30501186
2017,1881,-7911317.875,42.29149013
2022,1500,-7911306.443,42.28690901
2023,280000,-7918340.704,42.35248094
2022,25000,-7912172.039,42.35378749
2015,18000,-7912374.059,42.35279385
2022,857114,-7914573.306,42.33520543
2020,500,-7912894.449,42.31382234
2023,18970,-7920837.489,42.28355131
2024,8500,-7916779.968,42.25644654
2021,12500,-7912246.76,42.27812994
2022,6684.36,-7912315.448,42.27898844
2019,3600,-7910077.774,42.30165904
2019,2100,-7921911.11,42.28972479
2023,6730,-7913385.117,42.27340264
2022,15000,-7914048.763,42.32294687
2019,10180,-7910337.43,42.29951834
2019,3000,-7917440.585,42.28401639
2023,7752.07,-7921335.285,42.29307957
2017,3500,-7921440.208,42.29335518
2024,1500,-7921141.485,42.29464334
2023,4000,-7922126.764,42.28744919
2022,27825,-7917318.841,42.28646551
2012,200,-7910762.266,42.29074175
2022,21000,-7915347.322,42.33073096
2022,700001,-7910810.539,42.31748449
2023,277017.5,-7916595.105,42.31938588
2018,40200,-7913241.461,42.31367799
2020,1,-7917858.868,42.28684009
2017,500,-7907277.198,42.3757922
2020,11500,-7919689.946,42.29795301
2022,400,-7919475.341,42.29948948
2021,19900,-7921000.445,42.29450851
2023,30665,-7917427.365,42.28623183
2017,2600,-7910026.683,42.29520262
2020,39020,-7907044.882,42.33807044
2017,250,-7909078.285,42.33202943
2017,500,-7909129.399,42.31083011
2020,73969,-7909593.934,42.3164997
2021,800,-7918389.874,42.24911657
2019,5016.11,-7916486.685,42.26172938
2017,199,-7913528.348,42.27208641
2023,2200,-7911043.709,42.29527171
2022,8500,-7910673.125,42.29590964
2023,8600,-7921420.231,42.29220639
2019,1000,-7911932.344,42.32435465
2023,13976.95,-7917312.818,42.28947781
2016,500,-7917815.471,42.28600767
2019,22000,-7913931.548,42.32951641
2012,500,-7921207.129,42.293055
2017,3800,-7919911.097,42.28499161
2019,40000,-7910274.786,42.29389252
2011,5450,-7921071.439,42.29449008
2015,5000,-7921903.278,42.2916858
2016,350,-7909172.946,42.29203857
2021,4200,-7921153.819,42.29475231
2015,12000,-7917370.955,42.28514858
2019,3500,-7913447.941,42.3516605
2013,570,-7916549.872,42.28256241
2023,25500,-7920484.104,42.33661914
2022,47958.18,-7914263.863,42.27652917
2023,31473,-7914949.001,42.27663166
2021,2000,-7919447.207,42.35994536
2021,16016,-7913085.01,42.27365595
2021,300,-7912896.576,42.27981348
2023,6499.51,-7912970.591,42.27917634
2019,6000,-7919600.776,42.29442969
2018,1200,-7920160.615,42.33756784
2023,7000,-7913565.143,42.27186678
2017,6000,-7919319.612,42.28076253
2012,1500,-7911158.475,42.29248096
2011,1275,-7914332.422,42.3269849
2016,200,-7915372.865,42.31827995
2018,17275,-7909278.301,42.29314263
2022,65500,-7910076.607,42.30409633
2012,10000,-7921258.738,42.29458243
2013,600,-7922646.329,42.28700376
2024,8934.3,-7917789.705,42.28590839
2012,100,-7910623.183,42.29622894
2017,6500,-7915914.503,42.303217
2013,2500,-7914808.898,42.27851194
2010,9800,-7903906.206,42.38446437
2017,9000,-7903891.894,42.38441708
2015,8324.64,-7913034.39,42.27214172
2023,8500,-7910812.492,42.29747658
2018,3400,-7913273.512,42.276727
2019,12407.39,-7912671.254,42.27857719
2018,15000,-7915734.212,42.32376225
2017,100,-7915373.497,42.33187224
2016,17800,-7915540.351,42.331524
2012,0,-7909610.201,42.31555754
2017,12000,-7912056.512,42.35221832
2020,13950,-7921788.096,42.28360382
2022,20000,-7910435.935,42.28957724
2021,300,-7911304.997,42.28503882
2015,16000,-7912259.655,42.27879237
2021,363500,-7909452.092,42.30283403
2023,1,-7915415.329,42.30674556
2021,7844,-7917711.699,42.28737681
2022,3540,-7904291.083,42.38736464
2022,4194.85,-7916822.626,42.28377323
2019,4237.61,-7914212.847,42.27545171
2020,43000,-7913358.406,42.34209199
2021,5500,-7914451.711,42.2714166
2015,23800,-7908631.458,42.33393059
2021,11000,-7919152.126,42.29051434
2022,6515,-7919336.146,42.29096794
2018,14420.65,-7912654.905,42.31368434
2021,43500,-7916834.068,42.27422675
2022,1000,-7913459.201,42.30949795
2020,6000,-7922162.371,42.28171429
2020,21340.54,-7909837.727,42.28099296
2022,30000,-7909108.496,42.29253021
2016,1282,-7914109.955,42.32288396
2016,250000,-7909113.534,42.33208303
2023,36315,-7916683.471,42.28004529
2011,2000,-7911364.793,42.28634127
2021,16000,-7916737.672,42.30544539
2018,700,-7914497.172,42.27669092
2022,55000,-7914624.102,42.28122165
2011,500,-7914740.179,42.27796387
2013,500,-7914316.825,42.27720263
2023,157055,-7912353.099,42.35371383
2023,20000,-7911677.588,42.35595664
2023,150000,-7915033.39,42.33498476
2016,164500,-7907141.691,42.37622906
2010,1000,-7907517.781,42.37334489
2019,400,-7921177.093,42.28246646
2023,40599,-7911731.278,42.27601635
2020,3000,-7912295.025,42.27902984
2021,2000,-7913590.638,42.27174946
2023,3500,-7913550.474,42.27156844
2011,16000,-7904159.16,42.38486522
2021,19000,-7915758.756,42.32407229
2019,34000,-7917989.99,42.35125374
2021,3000,-7918704.594,42.35111133
2022,20000,-7918648.448,42.35048036
2023,3000,-7916975.348,42.30489548
2010,28000,-7918545.5,42.34966434
2019,500,-7917943.714,42.35225399
2012,10,-7914407.392,42.27598667
2016,4247.06,-7910726.312,42.29103111
2017,150,-7916823.319,42.27771621
2012,800,-7906785.246,42.33604795
2021,26000,-7909966.701,42.29375921
2023,500,-7915328.641,42.32425136
2013,5600,-7918462.76,42.35155789
2012,139520,-7918622.111,42.35001702
2011,4400,-7910789.906,42.31369811
2022,1289,-7916646.352,42.30530848
2017,9000,-7916679.438,42.30468725
2017,0,-7914471.054,42.27781276
2020,6095.6,-7910956.402,42.28721717
2017,3307.79,-7911362.805,42.28414973
2021,44200,-7911072.701,42.28649541
2023,62000,-7912339.205,42.35374879
2023,85581,-7912590.425,42.3509269
2015,2000,-7910106.338,42.30398867
2017,13000,-7915117.232,42.33431463
2013,500,-7914978.255,42.33065057
2019,130000,-7918635.601,42.35940665
2019,35000,-7914687.876,42.28234333
2023,6500,-7914303.124,42.27951699
2021,800,-7912705.488,42.31646341
2021,11592,-7915609.161,42.27793407
2019,3743.7,-7911594.749,42.2951107
2023,11185,-7913463.919,42.27242817
2020,350,-7915550.092,42.3244285
2021,300,-7917813.957,42.35142389
2016,3430,-7910686.955,42.31662967
2022,5000,-7916726.332,42.30475519
2022,2000,-7916816.367,42.30561009
2018,300,-7916790.785,42.30488743
2022,28095,-7914707.592,42.27657262
2011,2500,-7915606.566,42.27720338
2021,13490,-7909290.249,42.29424608
2022,100,-7911555.875,42.28616455
2021,620000,-7912295.539,42.35298421
2016,10000,-7914532.307,42.31793635
2023,332599,-7912282.362,42.35301899
2020,10000,-7912163.96,42.35317996
2021,50000,-7909948.265,42.3014135
2017,1500,-7914845.357,42.32994665
2022,3800,-7911765.604,42.35573612
2012,850,-7912594.008,42.35275745
2021,64290,-7912124.306,42.35427593
2023,9335,-7916475.28,42.26738555
2017,10000,-7911999.024,42.27723757
2022,1800,-7911502.902,42.27473695
2024,9510,-7915624.1,42.30397452
2019,0,-7907643.269,42.36892773
2021,180000,-7919248.911,42.36019116
2021,10350,-7919199.302,42.28134547
2021,15001.96,-7910628.855,42.28880161
2022,2610.94,-7916664.058,42.2573165
2021,500,-7916654.87,42.26482445
2017,7500,-7910721.382,42.29073272
2018,5000,-7911487.313,42.29116156
2012,850,-7912887.434,42.27902572
2015,11000,-7918908.938,42.34931326
2015,304,-7918027.205,42.35186052
2022,3000,-7918333.705,42.35217731
2012,1000,-7909091.638,42.33282364
2020,5100,-7910126.507,42.31459389
2016,48750,-7910024.78,42.31589486
2018,15150,-7910897.88,42.27403383
2015,12000,-7911048.775,42.28478131
2023,5325,-7916698.899,42.30537968
2017,734,-7914411.656,42.27637423
2023,25145.48,-7915547.134,42.2776303
2021,12500,-7910552.813,42.29263638
2016,21964,-7910609.876,42.29421527
2013,0,-7918785.433,42.35047449
2022,7500,-7918954.013,42.34908942
2022,5000,-7913024.887,42.28178398
2021,6950,-7913020.161,42.28093233
2017,9000,-7912599.655,42.28193556
2023,0,-7911261.392,42.32370746
2023,385000,-7922582.511,42.28877389
2023,1031,-7909431.455,42.29474391
2023,1400,-7911937.055,42.32508111
2022,7343,-7917377.833,42.28600708
2019,4238.58,-7917121.705,42.28428792
2018,2831.41,-7916954.499,42.28065995
2015,9000,-7916796.634,42.28359983
2020,250,-7919497.78,42.28637706
2022,1500,-7915537.823,42.31939522
2022,400,-7915945.863,42.32025446
2020,200,-7910165.035,42.30191851
2021,300000,-7921128.198,42.29281609
2022,990000,-7919513.589,42.34165076
2024,800,-7911652.224,42.35281689
2019,25439.36,-7911800.624,42.27765221
2017,500,-7911578.266,42.27478899
2022,82000,-7913130.67,42.35232702
2023,44686.5,-7903898.002,42.38471024
2011,100,-7919303.646,42.35928406
2015,24960,-7913561.304,42.2739113
2014,500,-7907633.729,42.36929061
2022,2463,-7922254.417,42.28827428
2014,1359000,-7912726.944,42.35246867
2022,18000,-7918261.37,42.28894006
2020,1000,-7918269.812,42.28924847
2019,5000,-7912603.689,42.31896853
2015,2800,-7909311.626,42.29816788
2010,18000,-7909076.832,42.29152692
2018,25000,-7921533.125,42.29180507
2014,540,-7917698.785,42.2876564
2013,10838.75,-7920156.673,42.29125257
2023,5000,-7916517.133,42.29423188
2024,522,-7916704.103,42.28258854
2024,300,-7917468.356,42.28348907
2022,11000,-7911737.717,42.27567766
2023,14500,-7914115.787,42.28173435
2020,1500,-7913616.551,42.34409993
2018,7600,-7916392.216,42.32392116
2020,11000,-7909605.93,42.31316001
2019,200,-7912001.449,42.28227233
2021,39250.36,-7909594.861,42.31553252
2015,1270,-7918042.636,42.28197152
2022,944.76,-7920493.053,42.34586554
2022,4000,-7919763.8,42.29209058
2021,10295,-7917758.548,42.28405689
2016,3351,-7912532.39,42.29857906
2023,5000,-7911872.484,42.28194594
2023,300,-7920499.265,42.28976584
2021,1000,-7917525.053,42.28061515
2015,14300,-7916907.366,42.24792367
2021,1500,-7911642.73,42.29798563
2023,300,-7912417.908,42.27978727
2022,1000,-7912572.514,42.27941683
2020,1500,-7912629.998,42.28023611
2023,6110,-7916474.42,42.31560091
2020,1000,-7911275.697,42.28543606
2017,500,-7911426.681,42.28545578
2023,18356,-7912171.918,42.27716114
2019,3057.16,-7917525.612,42.24222085
2014,26000,-7909915.536,42.28669687
2016,0,-7917453.51,42.245704
2021,22895,-7911985.907,42.28205768
2022,10461.99,-7917893.78,42.28066157
2018,13965,-7922377.392,42.28947926
2023,3000,-7915331.215,42.32411836
2013,4550,-7915451.119,42.32320727
2015,1000,-7917171.641,42.29241318
2016,180000,-7918505.237,42.27442022
2019,3800,-7915310.496,42.33103228
2023,7800,-7915244.604,42.33135941
2023,51792,-7912069.013,42.27899575
2022,6000,-7911655.641,42.27561118
2016,50000,-7918731.721,42.3494544
2023,500,-7912216.571,42.35144173
2012,23750,-7917937.947,42.35830101
2020,9000,-7916554.567,42.26409658
2021,6200,-7916522.27,42.26227988
2013,0,-7911847.79,42.32771257
2023,514100,-7906971.099,42.33808262
2014,4500,-7914795.291,42.32103452
2018,2400,-7908357.317,42.33316258
2023,4500,-7917307.949,42.28263447
2014,1225,-7921505.432,42.28344993
2018,600,-7917466.728,42.2823915
2024,150000,-7917878.206,42.28565747
2018,75000,-7916574.124,42.30769024
2019,13061.63,-7916833.855,42.30766323
2022,0,-7908279.892,42.33208074
2016,1,-7908147.502,42.33318111
2023,620000,-7911228.073,42.31258366
2019,16000,-7911176.121,42.30769248
2020,34600,-7911100.845,42.32006479
2011,1000,-7913176.2,42.30991151
2021,7150,-7913299.109,42.3086551
2023,24482,-7908054.233,42.37044347
2017,709800,-7908118.991,42.37260565
2014,5000,-7918471.692,42.27684133
2021,1000,-7917062.924,42.27028267
2015,33669,-7916449.26,42.26882801
2022,32521,-7915977.88,42.27398998
2022,500,-7911039.473,42.29925809
2012,10625,-7912664.917,42.31680694
2012,100000,-7913680.307,42.31188854
2011,0,-7907049.1,42.37660651
2022,250,-7911164.384,42.29481035
2021,20150,-7911409.553,42.29785421
2022,17266,-7917550.45,42.36110433
2017,2560,-7917526.715,42.36026372
2018,3354,-7921893.932,42.27595498
2018,500,-7904442.284,42.38720297
2021,529000,-7911353.741,42.3208243
2014,200000,-7911486.419,42.32226572
2014,2000,-7921034.304,42.29416555
2021,12800,-7909395.772,42.30106811
2023,13953.3,-7918027.262,42.35851369
2017,650,-7914833.617,42.27654804
2010,6500,-7907629.894,42.32992034
2020,12500,-7908282.702,42.33495057
2019,300,-7913619.053,42.27091846
2022,6000,-7913587.801,42.27088428
2012,6700,-7911688.979,42.27542815
2023,6000,-7912165.023,42.27870631
2020,11440,-7911900.822,42.27786239
2017,4545,-7909165.999,42.2919506
2019,450,-7921869.865,42.28065489
2023,300,-7910865.005,42.29670321
2010,400000,-7911498.449,42.29462191
2019,11000,-7916955.835,42.28092697
2021,12116.68,-7917104.114,42.29055062
2022,1895,-7916695.626,42.26757873
2019,1500,-7913557.764,42.31014338
2020,8000,-7916582.806,42.26585628
2011,0,-7914846.152,42.27643848
2019,2000,-7908000.112,42.33537683
2013,1000,-7908071.882,42.2890745
2023,3000,-7921137.287,42.28566511
2017,6995,-7921996.922,42.28745473
2017,3000,-7916389.821,42.32029786
2016,175,-7910573.048,42.31209853
2014,500,-7910615.081,42.31662212
2020,13650,-7915939.654,42.32109669
